cellid,block,locus,tau,dcfpar,ks,nL,J_bar,s2a_P,s2j_P,s2a_LP,s2j_LP,mupi_ind,s2pi_ind,s2piLP_ind,eps2_soft,lambda_soft,rho2_cf_soft,rho2_mc_soft,rho_rep_soft,rho2pi_soft,rho2_mcse_soft
172,A_dcf,1,.3,3,3.6,4,.2279536550538115,.0003218256283467,.0040435517289274,5.15054449060e-34,7.03718171693e-33,.0999999997348261,.0023375160728379,.002696239345115,.0003981182980616,.2462889143338793,.7822516545548359,.7417461392140033,.7603898208233608,.2154611952450902,.0021486337129712
173,A_dcf,1,.3,3,3.6,8,.2281432241449464,.0003207130091882,.0040460072777804,5.11532854755e-34,7.09522994674e-33,.0999999997348261,.0023375160728379,.002696239345115,.0003967669309746,.2471398113167108,.8778497581795541,.854924364906939,.8614735273082057,.2547469867286722,.0011229957225595
174,A_dcf,1,.3,3,3.6,12,.2276786227026654,.0003172810292296,.0040121851189564,5.15341548692e-34,7.11384268847e-33,.0999999997348261,.0023375160728379,.002696239345115,.000396948635544,.2483256200754131,.9144875795698131,.8988083502016596,.9026783929958816,.2608746580775051,.0007728670582211
175,A_dcf,1,.3,3,3.6,16,.2280518706360615,.0003201470866066,.0040362212404608,5.13286539574e-34,7.07786878733e-33,.0999999997348261,.0023375160728379,.002696239345115,.0003965818705865,.2473358588557872,.9348910492948745,.921550202632056,.9249455434944104,.2726944246896731,.0005776246338162
176,A_dcf,1,.6,1,3.6,2,.2400793076800435,-2.09340211346e-36,.0141360963881276,5.02416507231e-35,9.25016652545e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004129540892756,.4358298334683049,.5048149078723237,.4660935715809942,.4911457034680161,.2194986524834784,.0059794859475141
177,A_dcf,1,.6,1,3.6,4,.2404742722448183,-2.09340211346e-36,.0142543768818463,5.02416507231e-35,9.22956703063e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004152561264783,.4345897926353941,.6711502673878883,.6469204972478594,.669615979790814,.2847163044974869,.0033071619611766
178,A_dcf,1,.6,1,3.6,8,.2401318718845858,-2.09340211346e-36,.0142088093356623,5.02416507231e-35,9.23466022695e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004139129654045,.4346763188170586,.8032335662110859,.7818866814656152,.7969022098762573,.3417802574272926,.0019931095423327
179,A_dcf,1,.6,1,3.6,12,.2405415017031545,-2.09340211346e-36,.014119748111996,5.02416507231e-35,9.20001282902e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004144394859666,.4370605723171813,.8592032244680153,.8449669613881503,.8570025448866583,.3671035671860063,.0013664920271344
180,A_dcf,1,.6,1,3.6,16,.2404724156146426,-2.09340211346e-36,.0142260190582182,5.02416507231e-35,9.22870150437e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004131224604837,.4350753890665602,.8911158889687898,.8800768968958875,.8927283765339695,.3933378325806869,.001067139585198
181,A_dcf,1,.6,2,3.6,2,.2172425452822324,.0016352231659177,.0016352231659177,7.79999790516e-34,5.67662575735e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004044512543931,.0624775086653549,.8681985483174699,.8294223231625367,.8441754612288344,.0558021804589531,.0021677733017994
182,A_dcf,1,.6,2,3.6,4,.2171003921637145,.0016256875916902,.0016256875916902,7.83059642462e-34,5.71864360347e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004054970463188,.0627439223409541,.9289793472794956,.9058440402662731,.9130406231332023,.0679457752061026,.0010551659772954
183,A_dcf,1,.6,2,3.6,8,.2172236638847736,.001613235212048,.001613235212048,7.77216151858e-34,5.71103437987e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004035911442921,.0632648752383239,.96304781971213,.9513959868735479,.9543481149445563,.0726482721241735,.0005128349767905
184,A_dcf,1,.6,2,3.6,12,.2172627359901218,.001630818181166,.001630818181166,7.80589085828e-34,5.71539309427e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004037049059412,.0626466096879639,.9752950722728667,.9670343188967322,.9704512071539814,.0713442254453564,.0003312201464514
185,A_dcf,1,.6,2,3.6,16,.2174713346918548,.0016188091987703,.0016188091987703,7.64932923934e-34,5.71556379028e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004030371498044,.0631955632932983,.9812469104728093,.9750543106531978,.9752747201285878,.0819753279105856,.0002482764910272
186,A_dcf,1,.6,3,3.6,2,.2308767698494308,.0016301818343644,.0158256497487182,7.74865894539e-34,8.41500011893e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004345057576571,.0638960109077483,.8626626754913107,.8255927472093654,.8329217759668973,.0626452316693623,.0021560500722624
187,A_dcf,1,.6,3,3.6,4,.230323088064998,.0016291755118529,.0157626572174316,7.74287479685e-34,8.35727454256e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004333521932081,.0636676302966615,.9264064003846506,.9073579898616131,.9178000344578963,.0714606373535413,.0010105778606334
188,A_dcf,1,.6,3,3.6,8,.232249748681742,.0016185873836045,.0159680641042106,7.63154400900e-34,8.44003258571e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004359697881358,.0649363166437975,.9613527225567148,.9504904294529072,.9547074276658439,.0703024613869386,.000470856658856
189,A_dcf,1,.6,3,3.6,12,.230916338629279,.0016421163773714,.0157772011553798,7.78065008098e-34,8.37874906050e-33,.0999999997348261,.0023375160728379,.002696239345115,.000436362591552,.0635470815285375,.9742267321497239,.966245670393942,.968361124032897,.0731309223668996,.0003234959804998
190,A_dcf,1,.6,3,3.6,16,.2309586859559936,.001643001896059,.0157973001486046,7.75788205642e-34,8.37422887217e-33,.0999999997348261,.0023375160728379,.002696239345115,.0004347593366503,.0635321953303474,.9806019733806752,.9747196663550234,.9761192818915193,.0817043746625564,.0002442550707558
191,A_dcf,2,.15,1,3.6,2,.2275029274108732,-2.09340211346e-36,1.31507368550e-09,5.02416507231e-35,.0009407780152553,.0999999997348261,.0023375160728379,.002696239345115,.0003861863045377,.9999998658937018,.3094822731072867,.2787053240619345,.2940710321551095,.2975558293926912,.0071333779041276
192,A_dcf,2,.15,1,3.6,4,.2274661125483402,-2.09340211346e-36,-1.42395020161e-07,5.02416507231e-35,.0009401791147306,.0999999997348261,.0023375160728379,.002696239345115,.0003875791800469,1.000014525825503,.4719774365061989,.443260094068358,.471524567766591,.4679674854486371,.0046050693056116
193,A_dcf,2,.15,1,3.6,8,.2274792375249154,-2.09340211346e-36,-8.13798636711e-08,5.02416507231e-35,.0009383750068892,.0999999997348261,.0023375160728379,.002696239345115,.0003852757917241,1.000008300612861,.6422966199385278,.615788047139476,.6447280781769448,.6376156144952952,.0030815412363804
194,A_dcf,2,.15,1,3.6,12,.2275275292826706,-2.09340211346e-36,1.78073867921e-07,5.02416507231e-35,.0009395948876987,.0999999997348261,.0023375160728379,.002696239345115,.0003862933040756,.9999818449466495,.7289359868639409,.7064171562644975,.7226638658572772,.7282987858228221,.0024350366843052
195,A_dcf,2,.15,1,3.6,16,.2275045620443381,-2.09340211346e-36,9.44963929473e-10,5.02416507231e-35,.0009378853246463,.0999999997348261,.0023375160728379,.002696239345115,.0003871053975434,.9999999036374921,.7816471004538962,.7658654433420338,.7771963502925648,.7793464848164299,.0018844317829761
196,A_dcf,2,.15,2,3.6,2,.2259637852537823,7.06256597246e-09,7.06256597246e-09,.0000747590057815,.0000747590057815,.0999999997348261,.0023375160728379,.002696239345115,.0003862919237621,.9999400996243761,.2846769530423134,.2447986014796268,.2779039863291947,.2832655581232633,.0071048107339449
197,A_dcf,2,.15,2,3.6,4,.2259626245292448,-8.54408789541e-09,-8.54408789542e-09,.0000747774177414,.0000747774177414,.0999999997348261,.0023375160728379,.002696239345115,.0003838899964953,1.000072476078597,.4441363959576445,.4174238623429506,.4537754612384829,.4564500489405108,.0048279683866462
198,A_dcf,2,.15,2,3.6,8,.2259573481241781,-2.22324364090e-10,-2.22324364087e-10,.0000746828320307,.0000746828320307,.0999999997348261,.0023375160728379,.002696239345115,.000386117881913,1.00000188584357,.6142538166862013,.6017317577952422,.6204636548670385,.6211452138374842,.0031683486270704
199,A_dcf,2,.15,2,3.6,12,.2259722669266832,-3.14265943153e-09,-3.14265943153e-09,.0000745863719423,.0000745863719423,.0999999997348261,.0023375160728379,.002696239345115,.000385668850985,1.000026654426091,.7050958362729257,.6920200197936509,.7109818273847591,.7144111907453899,.0024151673864121
200,A_dcf,2,.15,2,3.6,16,.2259540473247882,-1.12030972513e-08,-1.12030972513e-08,.0000746309645577,.0000746309645577,.0999999997348261,.0023375160728379,.002696239345115,.000385177280209,1.000095040750199,.761317841143805,.7469706355508529,.7635725495142346,.7594965254571749,.0020188082410471
201,A_dcf,2,.15,3,3.6,2,.2269103362355756,2.63556365821e-09,3.66441151099e-07,.0000746754486894,.0010160165762449,.0999999997348261,.0023375160728379,.002696239345115,.000387124259821,.9999405415002148,.2810145768821319,.2568644272843902,.2687796698505723,.2733191519593298,.0070993263584004
202,A_dcf,2,.15,3,3.6,4,.226948462743976,-1.98038923268e-08,-2.23467994297e-07,.0000745917437322,.0010143412937735,.0999999997348261,.0023375160728379,.002696239345115,.0003872410224556,1.000187425783891,.4387383055125607,.4090998236190557,.4364985896950467,.4500684871364606,.0048106129681057
203,A_dcf,2,.15,3,3.6,8,.2269334704268849,-4.72297841622e-09,-1.71506902380e-07,.0000747354270076,.0010141960393669,.0999999997348261,.0023375160728379,.002696239345115,.0003879339159787,1.000056814898202,.6095776632123809,.587033056706274,.6136222610011079,.6149738672595156,.0032592696747092
204,A_dcf,2,.15,3,3.6,12,.2269265160942496,-3.18702405252e-08,-3.86603593761e-07,.0000748212200002,.0010142771026179,.0999999997348261,.0023375160728379,.002696239345115,.0003890973424517,1.000304482411194,.7002907670221596,.6872497962693529,.7031576738458224,.6981368411113642,.0024509993705005
205,A_dcf,2,.15,3,3.6,16,.2269315133462913,5.19470007048e-09,2.27499269033e-08,.0000744808785883,.0010129573976352,.0999999997348261,.0023375160728379,.002696239345115,.0003890118911652,.9999545168953656,.7572145551956742,.7443756161435007,.7617874231340904,.7578442407365238,.0021136780916767
206,A_dcf,2,.3,1,3.6,2,.2303606284881933,-2.09340211346e-36,-2.42241578029e-07,5.02416507231e-35,.0037208150256621,.0999999997348261,.0023375160728379,.002696239345115,.0003923962729789,1.000024094380542,.2955114712036268,.2526887235606615,.3037905015837109,.3030564653376947,.007236743916853
207,A_dcf,2,.3,1,3.6,4,.2302780875965608,-2.09340211346e-36,-3.21608628656e-07,5.02416507231e-35,.003722255076289,.0999999997348261,.0023375160728379,.002696239345115,.0003921608918858,1.000032011755425,.4561611949042397,.4236136510841239,.4515733135540957,.4588985253447856,.0046198457363451
208,A_dcf,2,.3,1,3.6,8,.2303443211643325,-2.09340211346e-36,2.42791276694e-07,5.02416507231e-35,.0037179689649489,.0999999997348261,.0023375160728379,.002696239345115,.0003917077927805,.999975848689903,.6268451243323024,.6034132669833562,.6281695909959029,.6264677891476816,.003085699360679
209,A_dcf,2,.3,1,3.6,12,.230292304064908,-2.09340211346e-36,1.14177186782e-06,5.02416507231e-35,.0037178902508313,.0999999997348261,.0023375160728379,.002696239345115,.0003911506323862,.9998863827519137,.7160313167071612,.7016817481172075,.7099070385935967,.7026203992207791,.00240326786303
210,A_dcf,2,.3,1,3.6,16,.2303240596950151,-2.09340211346e-36,-4.68381725552e-07,5.02416507231e-35,.003721612100647,.0999999997348261,.0023375160728379,.002696239345115,.0003917843894402,1.000046603087643,.7705518570892417,.7579049771924973,.7695373065288788,.7659323689049331,.0019218499502237
211,A_dcf,2,.3,2,3.6,2,.2242694036078004,-1.56737890543e-07,-1.56737890543e-07,.0003188364756727,.0003188364756727,.0999999997348261,.0023375160728379,.002696239345115,.0003886466222159,1.001351422627311,.2168832882452571,.195026943884085,.2180803693081833,.227730036043926,.0075772718281611
212,A_dcf,2,.3,2,3.6,4,.2242661969074752,-1.00029928683e-08,-1.00029928683e-08,.0003197750995094,.0003197750995094,.0999999997348261,.0023375160728379,.002696239345115,.000389395587264,1.000086141108713,.3562815171618215,.3406879883929078,.385267918198138,.3776092776021576,.0052117944405813
213,A_dcf,2,.3,2,3.6,8,.2243039956131306,8.14144567021e-08,8.14144567020e-08,.0003187280576635,.0003187280576635,.0999999997348261,.0023375160728379,.002696239345115,.0003900159397717,.9992996841024406,.5257764811967766,.5190699475923656,.5466036604645491,.5428924395011595,.0037130937615243
214,A_dcf,2,.3,2,3.6,12,.2242538592164712,5.35292615164e-08,5.35292615164e-08,.0003194832211741,.0003194832211741,.0999999997348261,.0023375160728379,.002696239345115,.0003888915038127,.999539232359101,.6244474666556143,.6197819652931508,.6403585323620865,.63523139467568,.0030298646323063
215,A_dcf,2,.3,2,3.6,16,.224270844229801,-6.35821149593e-08,-6.35821149593e-08,.0003191417321308,.0003191417321308,.0999999997348261,.0023375160728379,.002696239345115,.0003894993802845,1.00054776955199,.6888958424658249,.6856908059404668,.7027522925410132,.7027797997294487,.0026253532536276
216,A_dcf,2,.3,3,3.6,2,.2281363554196177,2.43682324480e-08,-1.97547262540e-07,.0003190371672266,.0040368160728408,.0999999997348261,.0023375160728379,.002696239345115,.0003974952186893,.9998197661542098,.2096297928846818,.1846294993482236,.2331244467039185,.2284121836388801,.0077633803830101
217,A_dcf,2,.3,3,3.6,4,.2280796857039256,-1.10093967013e-08,5.13223752255e-07,.0003189257526076,.004038734815291,.0999999997348261,.0023375160728379,.002696239345115,.0003964623817081,1.000038468193942,.3467317484089832,.3316098036977923,.3700104778911287,.3780042565774621,.0054361010893901
218,A_dcf,2,.3,3,3.6,8,.2280560796044296,-1.88874260452e-08,2.67532769152e-07,.0003192357227346,.0040349857738402,.0999999997348261,.0023375160728379,.002696239345115,.0003987435204354,1.000128225073065,.5141672190803356,.5102046924193008,.5390147265878549,.5354189313726451,.003758679350767
219,A_dcf,2,.3,3,3.6,12,.2281406626975167,-4.61100916360e-08,-5.95593043116e-07,.0003190449932514,.0040427401492205,.0999999997348261,.0023375160728379,.002696239345115,.0003959582524477,1.000439587610154,.6143383073468148,.605787049245837,.6387332889180574,.6355377845005754,.0031684576447545
220,A_dcf,2,.3,3,3.6,16,.2280485611585091,-1.87103174871e-08,-3.13422049409e-07,.0003192572438344,.0040484553747134,.0999999997348261,.0023375160728379,.002696239345115,.000397467182063,1.000185755136823,.6793672447189431,.6753342593548834,.6996467622028418,.6973210386738037,.0025184030939835
221,A_dcf,2,.6,1,3.6,2,.2403037319913379,-2.09340211346e-36,-7.94368049503e-07,5.02416507231e-35,.0141973133653595,.0999999997348261,.0023375160728379,.002696239345115,.0004155225680092,1.000072611497623,.2559683030125046,.2202022375920023,.2610067654133583,.2683571996032562,.0076815846718456
222,A_dcf,2,.6,1,3.6,4,.240375318370354,-2.09340211346e-36,-1.57992679064e-06,5.02416507231e-35,.01419281918671,.0999999997348261,.0023375160728379,.002696239345115,.0004121733083258,1.000144342101773,.4087558939510119,.3811550589980138,.4036569816036562,.4050309193758294,.0051296410747843
223,A_dcf,2,.6,1,3.6,8,.2404894283899397,-2.09340211346e-36,-8.63346192182e-07,5.02416507231e-35,.0141743138878075,.0999999997348261,.0023375160728379,.002696239345115,.000414527157411,1.000078795304927,.5798619639043001,.5511983957290792,.5798760331676642,.5921307199396794,.0035986543178488
224,A_dcf,2,.6,1,3.6,12,.240506085495139,-2.09340211346e-36,-3.36259069989e-06,5.02416507231e-35,.0141944162635324,.0999999997348261,.0023375160728379,.002696239345115,.0004143591267599,1.000306922174153,.674232729135567,.6488825667995315,.6601460950288526,.6673498085600772,.0028904204041503
225,A_dcf,2,.6,1,3.6,16,.2405656331831043,-2.09340211346e-36,-1.10946764991e-06,5.02416507231e-35,.0141994841508643,.0999999997348261,.0023375160728379,.002696239345115,.0004154196192691,1.000101196279161,.7338451002930756,.7183364047017855,.7359940499918166,.7390031147754668,.0021335854412494
226,A_dcf,2,.6,2,3.6,2,.217329588255939,1.23536602526e-07,1.23536602526e-07,.0016234113963834,.0016234113963834,.0999999997348261,.0023375160728379,.002696239345115,.0004039477308911,.9988685457393973,.09210236661228,.0733195859980715,.0934808311611979,.0997173098119849,.0082335940100605
227,A_dcf,2,.6,2,3.6,4,.2173087367219405,-2.86648791471e-07,-2.86648791471e-07,.001627220614212,.001627220614212,.0999999997348261,.0023375160728379,.002696239345115,.0004058583455108,1.002635783085893,.167747494619811,.169999302329464,.2196151022406082,.2038124341133252,.0060279386470235
228,A_dcf,2,.6,2,3.6,8,.2173392578461258,4.87502555851e-07,4.87502555851e-07,.0016206557634176,.0016206557634176,.0999999997348261,.0023375160728379,.002696239345115,.0004034679305996,.9955502618598674,.2896630988049532,.2989685799181804,.3187789844944696,.3247391837016224,.0052357513050758
229,A_dcf,2,.6,2,3.6,12,.2172894168252369,1.54101789161e-07,1.54101789161e-07,.0016282286342075,.0016282286342075,.0999999997348261,.0023375160728379,.002696239345115,.0004041356908941,.9985884774890577,.3778070305226444,.3897012736707636,.4096848662779198,.4029357325574426,.0044667186241995
230,A_dcf,2,.6,2,3.6,16,.2173679338525142,-5.80235563450e-07,-5.80235563450e-07,.0016237104687836,.0016237104687836,.0999999997348261,.0023375160728379,.002696239345115,.000403951966149,1.005346875199333,.4464406948022994,.4527983708641423,.4820020486207773,.4763266642669629,.0042431702455704
231,A_dcf,2,.6,3,3.6,2,.2312632415421629,-1.87310537996e-08,-9.13039497808e-08,.001624507306078,.0158443049393323,.0999999997348261,.0023375160728379,.002696239345115,.0004342056221678,1.000158864230849,.092896155102361,.0596684152604203,.092395343668543,.0916757115941044,.008609866644085
232,A_dcf,2,.6,3,3.6,4,.2312280498801141,7.66128185972e-07,2.10342962754e-06,.0016314855839262,.0158313939597653,.0999999997348261,.0023375160728379,.002696239345115,.0004352599521182,.9937021942036812,.1704211153168105,.1560195374322908,.2008877547289781,.1916451126458473,.0067367156350251
233,A_dcf,2,.6,3,3.6,8,.2313493686861106,-2.77302284961e-07,5.94825362973e-06,.0016230199069356,.0158103995700926,.0999999997348261,.0023375160728379,.002696239345115,.000434096881589,1.001632554400816,.2906156926869701,.2883565090641079,.3127252241582441,.3230415027526904,.0052299276607329
234,A_dcf,2,.6,3,3.6,12,.2312465855939903,-1.17018582616e-07,-3.31801742905e-07,.0016262763080118,.0158265408967416,.0999999997348261,.0023375160728379,.002696239345115,.0004334625616014,1.000969847824333,.3803007626067436,.3744827837932315,.4169438789577607,.4160867407191142,.0047567613358816
235,A_dcf,2,.6,3,3.6,16,.2312844546791023,3.25048261206e-07,-4.50452956326e-06,.0016238417899961,.0158032555526331,.0999999997348261,.0023375160728379,.002696239345115,.0004336449867988,.9978495283762241,.4511343171933346,.4653530315584244,.4757176954699819,.4674532782498453,.0040910909416995
236,A_dcf,3,.15,1,3.6,2,.2284265268146521,-2.09340211346e-36,.0009342898419008,5.02416507231e-35,.0009372312387841,.0999999997348261,.0023375160728379,.002696239345115,.0003895504844461,.9136537794253839,.328064214032032,.2841758719460564,.3390357576610831,.2931497317183087,.0071338961394483
237,A_dcf,3,.15,1,3.6,4,.2283783307651999,-2.09340211346e-36,.0009365369302307,5.02416507231e-35,.0009382040829495,.0999999997348261,.0023375160728379,.002696239345115,.0003874490855095,.9134307107879286,.4949844394317391,.4765752533455303,.4944688836264273,.4551181142139614,.0044476427520805
238,A_dcf,3,.15,1,3.6,8,.2284071868386565,-2.09340211346e-36,.0009250148780943,5.02416507231e-35,.0009391024303136,.0999999997348261,.0023375160728379,.002696239345115,.0003882823882783,.9144243702102419,.6616572202217125,.6412602010048866,.6579942621974465,.6042340956724765,.0029693257641074
239,A_dcf,3,.15,1,3.6,12,.2283134044183069,-2.09340211346e-36,.000940119859165,5.02416507231e-35,.0009351031889955,.0999999997348261,.0023375160728379,.002696239345115,.0003869508471348,.9130831717879347,.7463976868050858,.7285400557119692,.740723397733164,.6815108497633101,.0022136528180216
240,A_dcf,3,.15,1,3.6,16,.2283921856454412,-2.09340211346e-36,.0009387392747507,5.02416507231e-35,.0009386936321943,.0999999997348261,.0023375160728379,.002696239345115,.0003889130170739,.9132544093450661,.7963776179487584,.7784746333640998,.7932874858626225,.7249554350916576,.0018932951408979
241,A_dcf,3,.15,2,3.6,2,.2254267361551477,.0000760690698562,.0000760690698562,.0000768407528077,.0000768407528077,.0999999997348261,.0023375160728379,.002696239345115,.0003876554316324,.6066900915290403,.3937690826842922,.3587649265217458,.3794008861184784,.2645581754757316,.0059939811045633
242,A_dcf,3,.15,2,3.6,4,.2254153359766118,.00007521256751,.00007521256751,.0000769182021117,.0000769182021117,.0999999997348261,.0023375160728379,.002696239345115,.0003876645827385,.6093646851367264,.5639065908652977,.528749293946175,.5536207592791843,.352013438749443,.003735198132372
243,A_dcf,3,.15,2,3.6,8,.225345073190182,.0000754251584361,.0000754251584361,.0000772545267741,.0000772545267741,.0999999997348261,.0023375160728379,.002696239345115,.0003873836262862,.6085440806514487,.7213049563278241,.6932688933144294,.708881326359975,.4867314371247525,.0022276978578467
244,A_dcf,3,.15,2,3.6,12,.2254046814032566,.0000757075528427,.0000757075528427,.0000771157019333,.0000771157019333,.0999999997348261,.0023375160728379,.002696239345115,.0003879052102146,.607779593604074,.7953437172229817,.7731852863924019,.7857761471997604,.5128857606721098,.0017182126381293
245,A_dcf,3,.15,2,3.6,16,.225382389126334,.0000762082791175,.0000762082791175,.000076969630031,.000076969630031,.0999999997348261,.0023375160728379,.002696239345115,.0003880739871743,.6061597935338764,.8385669717575871,.821819653135794,.8293646704818447,.5421415374398473,.0013732551306078
246,A_dcf,3,.15,3,3.6,2,.2273452979031846,.0000756819656802,.0010139286197267,.0000770190865835,.0010143451539281,.0999999997348261,.0023375160728379,.002696239345115,.000391712212275,.5780479052926261,.4003646094020225,.3563708457595119,.3686343491069006,.226786494180772,.0062523060774788
247,A_dcf,3,.15,3,3.6,4,.2272274642100327,.0000757490668258,.0010135360586793,.0000770685482462,.0010130625919961,.0999999997348261,.0023375160728379,.002696239345115,.0003907576446146,.5776228207208812,.57214549928905,.5311628698292904,.5659786512031368,.3495025950227441,.0037055180091961
248,A_dcf,3,.15,3,3.6,8,.2272314208779618,.0000753756462374,.0010138843431641,.0000769367610726,.001015457215863,.0999999997348261,.0023375160728379,.002696239345115,.0003907669643289,.5786535500088636,.7275323157317178,.7027553832246833,.7213704026462362,.463318901152126,.0022944015753835
249,A_dcf,3,.15,3,3.6,12,.2273703552747922,.0000756884639967,.0010093490592484,.0000771285411114,.0010141368837247,.0999999997348261,.0023375160728379,.002696239345115,.0003909320821356,.5782399850830172,.8003924481856063,.7793869539426853,.7910764254939135,.4955973863096556,.0016968115617417
250,A_dcf,3,.15,3,3.6,16,.2272997571193532,.0000755749672532,.0010041323934551,.0000770038338439,.0010150400742074,.0999999997348261,.0023375160728379,.002696239345115,.0003907590881864,.578581087844943,.8423523053309674,.8271626429277485,.839737158801854,.5282696476520596,.0013009315743903
251,A_dcf,3,.3,1,3.6,2,.2342076592334451,-2.09340211346e-36,.0036500381343423,5.02416507231e-35,.0036949532279647,.0999999997348261,.0023375160728379,.002696239345115,.0004002679074133,.7400767630246472,.3609201468489452,.3258742883450644,.3622007248766634,.2665793022173612,.0068895449346724
252,A_dcf,3,.3,1,3.6,4,.2342524205273829,-2.09340211346e-36,.0036339483949044,5.02416507231e-35,.0036972261371356,.0999999997348261,.0023375160728379,.002696239345115,.0004019065328733,.7409990502902933,.5295074733906329,.492993119011743,.5260375248470351,.4006022490561137,.0046184773425571
253,A_dcf,3,.3,1,3.6,8,.2340253541971121,-2.09340211346e-36,.0036398375425208,5.02416507231e-35,.0036958644128816,.0999999997348261,.0023375160728379,.002696239345115,.0003991375561732,.740315448865696,.6932344026134322,.6691208826618515,.6958114175928282,.5206290932251111,.0028866934054981
254,A_dcf,3,.3,1,3.6,12,.2339467621910005,-2.09340211346e-36,.0036458376800765,5.02416507231e-35,.0036848865724796,.0999999997348261,.0023375160728379,.002696239345115,.0004000746394295,.7398694008011226,.7719852887949951,.7534095607225936,.7716117070509541,.5698326241980047,.0021015523515471
255,A_dcf,3,.3,1,3.6,16,.233722804969692,-2.09340211346e-36,.0036656550336476,5.02416507231e-35,.0036843806844654,.0999999997348261,.0023375160728379,.002696239345115,.000401192048142,.7384549333621487,.8184378301418113,.8015863165748301,.8175387722885624,.6050530422597086,.0017735265893711
256,A_dcf,3,.3,2,3.6,2,.2219221762563986,.0003341420051378,.0003341420051378,.0003595335301632,.0003595335301632,.0999999997348261,.0023375160728379,.002696239345115,.0003937394636939,.2539148063605836,.5040031303484556,.4644906662727585,.4930500208795986,.1433979941658976,.0048534896973106
257,A_dcf,3,.3,2,3.6,4,.221963945687955,.0003378315066747,.0003378315066747,.0003594896644514,.0003594896644514,.0999999997348261,.0023375160728379,.002696239345115,.0003955103073364,.2519110580398193,.6716063763953937,.6410337542333108,.6577664039281926,.1993388163290677,.0027128953618319
258,A_dcf,3,.3,2,3.6,8,.2218774474659841,.0003399537056746,.0003399537056746,.0003600748282124,.0003600748282124,.0999999997348261,.0023375160728379,.002696239345115,.000394921948172,.2505863523744993,.8042706027899786,.7816066276077667,.7909276913774367,.2245080851905658,.0015670965067203
259,A_dcf,3,.3,2,3.6,12,.2219803285809373,.0003363878608465,.0003363878608465,.0003592573568575,.0003592573568575,.0999999997348261,.0023375160728379,.002696239345115,.0003939279455759,.2527468246474234,.8597150143994217,.8450523508105127,.8528038378972049,.2480601388861831,.0011071763073014
260,A_dcf,3,.3,2,3.6,16,.2219178864524378,.0003355975751074,.0003355975751074,.0003595771612606,.0003595771612606,.0999999997348261,.0023375160728379,.002696239345115,.0003935833457445,.2530849349377141,.8907880553472285,.8779810091919046,.886424548709434,.26266494993246,.000822991649093
261,A_dcf,3,.3,3,3.6,2,.229125909336116,.0003377016130017,.003986577059247,.0003591193354865,.0040401008148785,.0999999997348261,.0023375160728379,.002696239345115,.0004111325977974,.2408082638110652,.5089682148527923,.4771641130344527,.4936941418109696,.1354665672005808,.0048790105435438
262,A_dcf,3,.3,3,3.6,4,.2291664959177801,.000334541926699,.0039737553154687,.0003575999252837,.0040529351310005,.0999999997348261,.0023375160728379,.002696239345115,.0004099301322701,.2424514284484813,.6737372373628063,.6456995425593286,.6647812560801689,.1827610965820737,.0029273795627138
263,A_dcf,3,.3,3,3.6,8,.2293434637172941,.0003381669210206,.0039739815962131,.0003592070846541,.00404834281928,.0999999997348261,.0023375160728379,.002696239345115,.0004090646036932,.2410089423300908,.8061033135393765,.7842645467503179,.7962365130846205,.2181652497781479,.0016027901131448
264,A_dcf,3,.3,3,3.6,12,.229202756031911,.0003332865064057,.0039729395027832,.0003586205819331,.0040514959976518,.0999999997348261,.0023375160728379,.002696239345115,.0004089026475819,.2431171362812072,.8607231725104521,.845936133471738,.8536762085384674,.2362095554697252,.0011242316253665
265,A_dcf,3,.3,3,3.6,16,.2292914240244437,.0003358314239446,.0039935543012315,.0003592823803956,.0040487513529014,.0999999997348261,.0023375160728379,.002696239345115,.0004104368571961,.2419190542593006,.8920970430931688,.8809362191472381,.8881349378459169,.2397543492944617,.0008468652970215
266,A_dcf,3,.6,1,3.6,2,.2516538502794933,-2.09340211346e-36,.0129242354737753,5.02416507231e-35,.0135046045972768,.0999999997348261,.0023375160728379,.002696239345115,.0004433614477707,.4814319614335643,.4192169100752156,.3770075905387042,.4105621996614311,.2021478132876918,.0064001109707383
267,A_dcf,3,.6,1,3.6,4,.2523608094624926,-2.09340211346e-36,.0129828669047194,5.02416507231e-35,.013539951347621,.0999999997348261,.0023375160728379,.002696239345115,.0004410998434274,.4817026773858055,.5921654899103612,.5595744375882432,.5875579601128452,.2752392862890506,.0042238607617867
