cellid,block,se_t,sp_t,ks,nL,nbar,mupi_t,Jsep,A,s2pi_ind,s2piLP_ind,eps2_soft,rho2_cf_soft,rho2_cf_hard,rho2_mc_soft,rho2_mc_hard,rho2_mcse_soft,rho2_mcse_hard,soft_gain_mc
16,B_grid,.6,.8,.13,12,200,.1,.2571499284460654,.6142751049565061,.0023375160728379,.002696239345115,.0015762969682016,.5138886899677751,.7100307315265649,.4856648844175646,.6917164893813034,.0040822995708954,.0025017172713625,-.2060516049637388
17,B_grid,.6,.8,.13,12,400,.1,.2571499284460654,.6142751049565061,.0023375160728379,.002696239345115,.0007850030459295,.6581811604358233,.7989564154178906,.6404332114139358,.7878674938380916,.00281106745797,.0017123696750824,-.1474342824241558
18,B_grid,.6,.9,.13,12,25,.1,.2611394168079305,.658627929202008,.0023375160728379,.002696239345115,.0115696882705625,.1399672568982736,.4028520123655734,.1049463165064976,.3779945428639257,.0062496261505468,.0046547977990363,-.2730482263574281
19,B_grid,.6,.9,.13,12,50,.1,.2611394168079305,.658627929202008,.0023375160728379,.002696239345115,.0059573769241053,.2375002555316158,.5525219310158948,.209031883031161,.5260813683674859,.0053945494935541,.0036757019481175,-.3170494853363248
20,B_grid,.6,.9,.13,12,100,.1,.2611394168079305,.658627929202008,.0023375160728379,.002696239345115,.0029790485118348,.3768593159856675,.6882096617570299,.3451109009436175,.6658078885859178,.0049908041607063,.0027328059577621,-.3206969876423003
21,B_grid,.6,.9,.13,12,200,.1,.2611394168079305,.658627929202008,.0023375160728379,.002696239345115,.0014828667944829,.5343776826042165,.7850611512581926,.5187078107882399,.7728618423892876,.0035837539624619,.0018846803072494,-.2541540316010477
22,B_grid,.6,.9,.13,12,400,.1,.2611394168079305,.658627929202008,.0023375160728379,.002696239345115,.0007365389465404,.6751419159689395,.8443324322908061,.6572696351943319,.8335984322412291,.0027584958675215,.0013368521901088,-.1763287970468972
23,B_grid,.6,.95,.13,12,25,.1,.297625990537933,.6294053926083204,.0023375160728379,.002696239345115,.012107567455855,.1675342038744268,.4573069425569545,.13030429931939,.4340682851875558,.0060158675420711,.0042298500821585,-.3037639858681658
24,B_grid,.6,.95,.13,12,50,.1,.297625990537933,.6294053926083204,.0023375160728379,.002696239345115,.0062450427820033,.2770466640829392,.6029013106245853,.252776232096308,.5801233231958082,.0053271097936037,.00332747207711,-.3273470910995002
25,B_grid,.6,.95,.13,12,100,.1,.297625990537933,.6294053926083204,.0023375160728379,.002696239345115,.0031016855067993,.4265437326183872,.7270044999308197,.3966117844672261,.7072954421248355,.0044625446081584,.0024260877378312,-.3106836576576095
26,B_grid,.6,.95,.13,12,200,.1,.297625990537933,.6294053926083204,.0023375160728379,.002696239345115,.0015382810066478,.5830162270349007,.8099244083269839,.5528296784996943,.7944185562523887,.0036081536992488,.0016740901318944,-.2415888777526943
27,B_grid,.6,.95,.13,12,400,.1,.297625990537933,.6294053926083204,.0023375160728379,.002696239345115,.0007637139456225,.7125115256611896,.8584326590112831,.6935476937376857,.8488060300220412,.0024889819793511,.0012115382677492,-.1552583362843556
28,B_grid,.7,.6,.13,12,25,.1,.287723167521047,.2877454175365945,.0023375160728379,.002696239345115,.0116223067290625,.1639034334725127,.1435600076441844,.1290611550489988,.1070073736397344,.00607179722731,.0062325528778889,.0220537814092644
29,B_grid,.7,.6,.13,12,50,.1,.287723167521047,.2877454175365945,.0023375160728379,.002696239345115,.0059950267086812,.2719001319418245,.2424955779244199,.2334064882718444,.2042333908053526,.0052346803089967,.0056565779817549,.0291730974664919
30,B_grid,.7,.6,.13,12,100,.1,.287723167521047,.2877454175365945,.0023375160728379,.002696239345115,.0029876258517274,.419689569310469,.3838829408144966,.393973573607482,.3547458570272358,.0046896985691356,.0049724636201995,.0392277165802462
31,B_grid,.7,.6,.13,12,200,.1,.287723167521047,.2877454175365945,.0023375160728379,.002696239345115,.001476451784562,.5773867673729228,.5429549366510077,.5521310991663451,.5158731770195306,.0035042825156225,.0037098506393697,.0362579221468144
32,B_grid,.7,.6,.13,12,400,.1,.287723167521047,.2877454175365945,.0023375160728379,.002696239345115,.0007419147181913,.7064041645663195,.6798971573742275,.6874516497802325,.6610898757640821,.0025154924398091,.0026621213563894,.0263617740161505
33,B_grid,.7,.7,.13,12,25,.1,.3980108824477765,.3009945587761116,.0023375160728379,.002696239345115,.0120952407496178,.2619085884222818,.2430537664312126,.2258422485206288,.2047688009999241,.0055645453977581,.0057843971927361,.0210734475207048
34,B_grid,.7,.7,.13,12,50,.1,.3980108824477765,.3009945587761116,.0023375160728379,.002696239345115,.0062080022109307,.4010881472720056,.3780375363922975,.3669756923560045,.3439941589708081,.0048055273433043,.0049446387465652,.0229815333851964
35,B_grid,.7,.7,.13,12,100,.1,.3980108824477765,.3009945587761116,.0023375160728379,.002696239345115,.0031195258077983,.5561229436788839,.5334599619066794,.5327409611504943,.5090750902321799,.0036571842544398,.0038166439194367,.0236658709183144
36,B_grid,.7,.7,.13,12,200,.1,.3980108824477765,.3009945587761116,.0023375160728379,.002696239345115,.0015429018911286,.6928335023162766,.6751597184822262,.6713754529780359,.6538185603430224,.0026274488507266,.0027337744970814,.0175568926350135
37,B_grid,.7,.7,.13,12,400,.1,.3980108824477765,.3009945587761116,.0023375160728379,.002696239345115,.0007659798505899,.7883302969001978,.7768430834627962,.7725077418466071,.7603318643525395,.0018667280435607,.001970409746894,.0121758774940676
38,B_grid,.7,.8,.13,12,25,.1,.4737713636188347,.336715841955085,.0023375160728379,.002696239345115,.0127349446895716,.3206376567446367,.3700243575491343,.2915081404355323,.3363368739253205,.0051444186606438,.0050834579595144,-.0448287334897882
39,B_grid,.7,.8,.13,12,50,.1,.4737713636188347,.336715841955085,.0023375160728379,.002696239345115,.006551418829495,.4680181161196804,.5201488426661404,.4415573218845893,.4945495587966505,.0041380789516325,.0037564939277258,-.0529922369120612
40,B_grid,.7,.8,.13,12,100,.1,.4737713636188347,.336715841955085,.0023375160728379,.002696239345115,.0032852049978803,.6180837001580799,.6620227641653932,.591460217964017,.6377735865850732,.0034087406779519,.0029172557124886,-.0463133686210562
41,B_grid,.7,.8,.13,12,200,.1,.4737713636188347,.336715841955085,.0023375160728379,.002696239345115,.00163209602136,.7378199668948581,.7680510936632483,.7166610020797317,.7501929625248277,.0024113348383625,.002042434866653,-.033531960445096
42,B_grid,.7,.8,.13,12,400,.1,.4737713636188347,.336715841955085,.0023375160728379,.002696239345115,.0008095341817122,.816527502284335,.8345589730370574,.8030405085604762,.8223821163575645,.0016524969034037,.0014566825730832,-.0193416077970884
