cellid,block,se_t,sp_t,ks,nL,nbar,mupi_t,Jsep,A,s2pi_ind,s2piLP_ind,eps2_soft,rho2_cf_soft,rho2_cf_hard,rho2_mc_soft,rho2_mc_hard,rho2_mcse_soft,rho2_mcse_hard,soft_gain_mc
43,B_grid,.7,.9,.13,12,25,.1,.3326295186943248,.6028073403196793,.0023375160728379,.002696239345115,.0124319736782207,.1960069075104134,.5112704087266916,.1587828292666509,.4807428639638044,.0059263316456072,.0041704340288258,-.3219600346971535
44,B_grid,.7,.9,.13,12,50,.1,.3326295186943248,.6028073403196793,.0023375160728379,.002696239345115,.006407644968728,.3163809906288922,.6496577412589171,.2914217654888505,.6302526278132099,.0052090477200561,.002918878975278,-.3388308623243594
45,B_grid,.7,.9,.13,12,100,.1,.3326295186943248,.6028073403196793,.0023375160728379,.002696239345115,.0032004748860435,.4700671981022886,.7590331697166073,.4418624203140581,.7425907766923734,.0043145321193182,.0019715177434188,-.3007283563783152
46,B_grid,.7,.9,.13,12,200,.1,.3326295186943248,.6028073403196793,.0023375160728379,.002696239345115,.0015888769060311,.6218603141169824,.8291818771780715,.5955352245097242,.8154850664623012,.003336043170228,.0014107303614365,-.2199498419525771
47,B_grid,.7,.9,.13,12,400,.1,.3326295186943248,.6028073403196793,.0023375160728379,.002696239345115,.0007867807000607,.7409423646535743,.8691605788887652,.7218798985597852,.8603820748525424,.0022644929635396,.0010928958508548,-.1385021762927572
48,B_grid,.7,.95,.13,12,25,.1,.3566384587005492,.589491035261832,.0023375160728379,.002696239345115,.0126315949007857,.2156737309090521,.560511124074718,.1774822593448255,.5329542638512492,.0060865089120797,.0036539644118065,-.3554720045064237
49,B_grid,.7,.95,.13,12,50,.1,.3566384587005492,.589491035261832,.0023375160728379,.002696239345115,.0065295183248352,.3417306262820745,.6888266934430288,.3094864080353699,.6707856348604967,.0051485899709249,.0026179266393702,-.3612992268251268
50,B_grid,.7,.95,.13,12,100,.1,.3566384587005492,.589491035261832,.0023375160728379,.002696239345115,.003231563896746,.4995260977032287,.7860862578365403,.4688404290198355,.7704713150142525,.0042196502248036,.0018896220926144,-.301630885994417
51,B_grid,.7,.95,.13,12,200,.1,.3566384587005492,.589491035261832,.0023375160728379,.002696239345115,.0016041731722229,.646932694141357,.8449576753673393,.6267961749303359,.834114091620977,.0029457635203416,.0013383754750553,-.2073179166906411
52,B_grid,.7,.95,.13,12,400,.1,.3566384587005492,.589491035261832,.0023375160728379,.002696239345115,.0008025921335389,.7569560831817778,.8773206350626684,.7416626108890345,.8693382547234595,.0021954888891914,.001121704300415,-.127675643834425
53,B_grid,.8,.6,.13,12,25,.1,.2571499040247828,.128574952012534,.0023375160728379,.002696239345115,.0070259709708403,.2047495546179673,.2264706795051465,.1761121674295514,.190723821972581,.0058195653318982,.0057863792702516,-.0146116545430296
54,B_grid,.8,.6,.13,12,50,.1,.2571499040247828,.128574952012534,.0023375160728379,.002696239345115,.0035993687157895,.3293113117538221,.3575688042751372,.2982463079536573,.3325977196093809,.0050726302145658,.0049607369393409,-.0343514116557237
55,B_grid,.8,.6,.13,12,100,.1,.2571499040247828,.128574952012534,.0023375160728379,.002696239345115,.0017986167225607,.4840726695803236,.5139039692624787,.4523403314992887,.4843157631975554,.0043848436820225,.0041320213515993,-.0319754316982667
56,B_grid,.8,.6,.13,12,200,.1,.2571499040247828,.128574952012534,.0023375160728379,.002696239345115,.0008955864998016,.6333293951326864,.6582208232237947,.6123063257465794,.6386010010556326,.0030827457068688,.0028952594163991,-.0262946753090532
57,B_grid,.8,.6,.13,12,400,.1,.2571499040247828,.128574952012534,.0023375160728379,.002696239345115,.0004446463805012,.748590960888145,.7655808848107608,.72869339244912,.7460259066588463,.0021834515292953,.0020889801272822,-.0173325142097263
58,B_grid,.8,.7,.13,12,25,.1,.4737713636234222,.1895127944278489,.0023375160728379,.002696239345115,.0097572505681415,.3779511399695262,.3279455829310665,.3512184153091319,.2997227801392323,.0046417351373063,.0049244478874933,.0514956351698996
59,B_grid,.8,.7,.13,12,50,.1,.4737713636234222,.1895127944278489,.0023375160728379,.002696239345115,.0050486467195863,.5268738789182069,.4746673980063984,.503103950806179,.450777202130057,.0041212035252836,.004223129083792,.052326748676122
60,B_grid,.8,.7,.13,12,100,.1,.4737713636234222,.1895127944278489,.0023375160728379,.002696239345115,.0025129685751392,.6687839309283328,.6253293967358863,.6497627520322302,.6065672932414914,.0027355896291458,.0030729908507565,.0431954587907388
61,B_grid,.8,.7,.13,12,200,.1,.4737713636234222,.1895127944278489,.0023375160728379,.002696239345115,.0012439417337349,.7729800261222737,.7434232006694481,.7575748988530097,.7254151033439564,.0019940083875057,.0023342607555188,.0321597955090532
62,B_grid,.8,.7,.13,12,400,.1,.4737713636234222,.1895127944278489,.0023375160728379,.002696239345115,.0006171525060479,.8374206917398214,.8199000320577696,.8242466861933714,.8057937086437755,.0014942911336542,.0016664718671565,.0184529775495959
63,B_grid,.8,.8,.13,12,25,.1,.5977195296274734,.2011402351862632,.0023375160728379,.002696239345115,.0104714224230575,.4670665641875813,.4461344335058657,.4406888395299626,.4197093743393631,.0043750954128325,.0045251624361553,.0209794651905995
64,B_grid,.8,.8,.13,12,50,.1,.5977195296274734,.2011402351862632,.0023375160728379,.002696239345115,.0054043306237682,.6114719306025961,.592682912817912,.589143951180056,.5693837353173955,.0031265256870975,.0032676200154067,.0197602158626605
65,B_grid,.8,.8,.13,12,100,.1,.5977195296274734,.2011402351862632,.0023375160728379,.002696239345115,.0026855305731868,.7330840380656862,.7194954248852145,.714897957878378,.7005718992396498,.0024589792228452,.002574321279611,.0143260586387282
66,B_grid,.8,.8,.13,12,200,.1,.5977195296274734,.2011402351862632,.0023375160728379,.002696239345115,.0013306960062416,.8137314406496968,.8053654727923917,.8022587880473515,.7932209778072479,.0016388003274468,.0017323337023621,.0090378102401036
67,B_grid,.8,.8,.13,12,400,.1,.5977195296274734,.2011402351862632,.0023375160728379,.002696239345115,.0006657309873517,.8601761838395821,.855476619866556,.8524943702187699,.8476537731734083,.0011485648912299,.0011848892652118,.0048405970453617
68,B_grid,.8,.9,.13,12,25,.1,.6255490575182694,.2850867796576033,.0023375160728379,.002696239345115,.0122909105886215,.4512873102870702,.5856568868390523,.4223329115737716,.5613168283032987,.0044119138262932,.0035111676255867,-.138983916729527
69,B_grid,.8,.9,.13,12,50,.1,.6255490575182694,.2850867796576033,.0023375160728379,.002696239345115,.0063274843558193,.5978764608435466,.7087888089472216,.5735057071103318,.6923177097359103,.0034703525863309,.0025477360343702,-.1188120026255786
70,B_grid,.8,.9,.13,12,100,.1,.6255490575182694,.2850867796576033,.0023375160728379,.002696239345115,.0031543252226187,.7228064585187921,.7980710221167886,.705540446734,.7848864094956651,.0024493840530527,.001732605581541,-.0793459627616652
71,B_grid,.8,.9,.13,12,200,.1,.6255490575182694,.2850867796576033,.0023375160728379,.002696239345115,.0015747272206,.8067201668639334,.8514620280653964,.7964894501365228,.843110716662101,.001639164062396,.0012307381958387,-.0466212665255782
72,B_grid,.8,.9,.13,12,400,.1,.6255490575182694,.2850867796576033,.0023375160728379,.002696239345115,.0007790508378644,.8568266286345286,.8811560681035604,.8459634867604318,.8726010413182593,.0012434012887325,.0009993371818382,-.0266375545578276
73,B_grid,.8,.95,.13,12,25,.1,.4535928773496021,.5068669345601159,.0023375160728379,.002696239345115,.0133846028469883,.2927986306159524,.6449231976557884,.2705740238123683,.6257656813305058,.0050810890996201,.0030164121434556,-.3551916575181375
74,B_grid,.8,.95,.13,12,50,.1,.4535928773496021,.5068669345601159,.0023375160728379,.002696239345115,.0068632596857485,.4375713187762845,.7523595837922756,.4125367191660479,.7383677405769521,.0043689045358595,.0021432385227446,-.3258310214109042
75,B_grid,.8,.95,.13,12,100,.1,.4535928773496021,.5068669345601159,.0023375160728379,.002696239345115,.003415697405917,.5924271757605742,.8250172581436187,.5723824239292954,.8144411480051507,.0033484522115013,.0014730720166508,-.2420587240758553
76,B_grid,.8,.95,.13,12,200,.1,.4535928773496021,.5068669345601159,.0023375160728379,.002696239345115,.0016987410048114,.7191820874078704,.8667015829988052,.7004210614492528,.8578519899666711,.0024855634792304,.0011713874157477,-.1574309285174184
77,B_grid,.8,.95,.13,12,400,.1,.4535928773496021,.5068669345601159,.0023375160728379,.002696239345115,.0008479847645211,.8044695757526598,.888957033242719,.7932302709641689,.881922061646903,.0017781769956537,.0009516237759993,-.0886917906827341
78,B_grid,.9,.6,.13,12,25,.1,.001,.9989,.0023375160728379,.002696239345115,.0000535929815087,.0005230929282824,,-.0254413511603118,,.0053931279322348,,
79,B_grid,.9,.6,.13,12,50,.1,.001,.9989,.0023375160728379,.002696239345115,.0000275572111668,.0010167549654017,,-.0339284651802953,,.0058312150506978,,
80,B_grid,.9,.6,.13,12,100,.1,.001,.9989,.0023375160728379,.002696239345115,.000013794847799,.0020288598381391,,-.0309668628915279,,.0064255042025514,,
81,B_grid,.9,.6,.13,12,200,.1,.001,.9989,.0023375160728379,.002696239345115,6.80287451090e-06,.004104733509153,,-.0273391333450596,,.0065412223856857,,
82,B_grid,.9,.6,.13,12,400,.1,.001,.9989,.0023375160728379,.002696239345115,3.38974121195e-06,.0082006414851073,,-.0260492892826492,,.0068592807144069,,
83,B_grid,.9,.7,.13,12,25,.1,.001,.9989,.0023375160728379,.002696239345115,.0000536169350993,.0005228593682575,,-.0272891047884879,,.0052645158651061,,
84,B_grid,.9,.7,.13,12,50,.1,.001,.9989,.0023375160728379,.002696239345115,.0000276091491591,.0010148443861284,,-.0312478046496153,,.0059740758157107,,
85,B_grid,.9,.7,.13,12,100,.1,.001,.9989,.0023375160728379,.002696239345115,.0000138251260434,.0020244263162418,,-.0305748433725488,,.0063695003484626,,
86,B_grid,.9,.7,.13,12,200,.1,.001,.9989,.0023375160728379,.002696239345115,6.80933728164e-06,.0041008552011173,,-.0409287148530843,,.0068775530483348,,
87,B_grid,.9,.7,.13,12,400,.1,.001,.9989,.0023375160728379,.002696239345115,3.40025799496e-06,.0081755047157088,,-.0338958596819477,,.0067348701844057,,
88,B_grid,.9,.8,.13,12,25,.1,.6255490575220328,.0893641628245409,.0023375160728379,.002696239345115,.0070235353700836,.5760368840633698,.5120882005688099,.5467919803708583,.4820802819506238,.0035152618670404,.0038186796154862,.0647116984202345
89,B_grid,.9,.8,.13,12,50,.1,.6255490575220328,.0893641628245409,.0023375160728379,.002696239345115,.0036269693534916,.7009887691695595,.6499809945109505,.6773345436480385,.6210871555173604,.0026439055907047,.0030905196246438,.0562473881306781
90,B_grid,.9,.8,.13,12,100,.1,.6255490575220328,.0893641628245409,.0023375160728379,.002696239345115,.0018111792037676,.7929402144273288,.7592823954660677,.7773042376494356,.7403370675609066,.0018872325732271,.0022194230452143,.036967170088529
91,B_grid,.9,.8,.13,12,200,.1,.6255490575220328,.0893641628245409,.0023375160728379,.002696239345115,.000893145960769,.8492627679628123,.8298343820765636,.8380181094384402,.8173107835551104,.0013018662053982,.0014942589969367,.0207073258833298
92,B_grid,.9,.8,.13,12,400,.1,.6255490575220328,.0893641628245409,.0023375160728379,.002696239345115,.0004468367443373,.8796382693669876,.8690943831607273,.8720109015037726,.8604699172714756,.000993850619183,.0011134368430938,.011540984232297
93,B_grid,.9,.9,.13,12,25,.1,.7982820181698189,.1008589909150909,.0023375160728379,.002696239345115,.0081595705058995,.6440813940699028,.6311574381647773,.6223658216147562,.6082979735820039,.003055444136804,.0031701270364809,.0140678480327523
94,B_grid,.9,.9,.13,12,50,.1,.7982820181698189,.1008589909150909,.0023375160728379,.002696239345115,.0041878214537,.7516511939894175,.7425441693600426,.7383835475734727,.7288519500021424,.002277497159755,.0023624951554292,.0095315975713303
95,B_grid,.9,.9,.13,12,100,.1,.7982820181698189,.1008589909150909,.0023375160728379,.002696239345115,.00208522248132,.8245538366175776,.819066767504174,.8110302960314806,.8048937835913088,.0015007204581461,.0015481912289664,.0061365124401718
96,B_grid,.9,.9,.13,12,200,.1,.7982820181698189,.1008589909150909,.0023375160728379,.002696239345115,.001039496131451,.8663444879235922,.8633152553443352,.8571278799689269,.8538948744182739,.0011452916253964,.0011723388705934,.003233005550653
97,B_grid,.9,.9,.13,12,400,.1,.7982820181698189,.1008589909150909,.0023375160728379,.002696239345115,.0005174948943982,.8888315684270709,.8872414953097625,.8805289324335718,.8787957281206792,.0009308417225488,.0009449894371899,.0017332043128926
98,B_grid,.9,.95,.13,12,25,.1,.8116963939827546,.1405567013043713,.0023375160728379,.002696239345115,.0094743818282418,.6215890209362087,.6970097155810295,.5968758667796402,.6759707533063802,.0032013743434077,.0025857953406353,-.07909488652674
99,B_grid,.9,.95,.13,12,50,.1,.8116963939827546,.1405567013043713,.0023375160728379,.002696239345115,.0048711326662848,.7354571258823401,.7872790444813098,.7203809968575453,.7728731107104626,.0022629519286991,.0018617810750165,-.0524921138529173
100,B_grid,.9,.95,.13,12,100,.1,.8116963939827546,.1405567013043713,.0023375160728379,.002696239345115,.0024280483173739,.8146616540918759,.8453863291149766,.8026914549913152,.8352400658527014,.0015935098083676,.0013404231549153,-.0325486108613862
101,B_grid,.9,.95,.13,12,200,.1,.8116963939827546,.1405567013043713,.0023375160728379,.002696239345115,.0012095682906725,.8609025903528561,.877695492356601,.8543747974647709,.8722944511409185,.0011485162385798,.000980942958532,-.0179196536761477
102,B_grid,.9,.95,.13,12,400,.1,.8116963939827546,.1405567013043713,.0023375160728379,.002696239345115,.0005990378287564,.8861038883311386,.8948311391491134,.8785268617258949,.8878653562219121,.0009748602689472,.0008889599023437,-.0093384944960172
103,B_grid,.95,.6,.13,12,25,.1,.001,.9989,.0023375160728379,.002696239345115,.0000536981027851,.000522069489346,,-.03043001269802,,.0051950055697819,,
104,B_grid,.95,.6,.13,12,50,.1,.001,.9989,.0023375160728379,.002696239345115,.000027558408519,.0010167108388663,,-.0264735919387414,,.0057191982595459,,
105,B_grid,.95,.6,.13,12,100,.1,.001,.9989,.0023375160728379,.002696239345115,.000013733163255,.0020379524068037,,-.0298608313982416,,.0062347099195601,,
106,B_grid,.95,.6,.13,12,200,.1,.001,.9989,.0023375160728379,.002696239345115,6.85304628367e-06,.0040748166064489,,-.0377378732850253,,.0065385054366085,,
107,B_grid,.95,.6,.13,12,400,.1,.001,.9989,.0023375160728379,.002696239345115,3.41325788308e-06,.0081446451008853,,-.0274152669828455,,.0068380559837857,,
108,B_grid,.95,.7,.13,12,25,.1,.001,.9989,.0023375160728379,.002696239345115,.0000536437521855,.0005225981349885,,-.0192408677063292,,.0052231070716576,,
109,B_grid,.95,.7,.13,12,50,.1,.001,.9989,.0023375160728379,.002696239345115,.000027759814477,.001009342451407,,-.0249234269025185,,.0057067429821166,,
110,B_grid,.95,.7,.13,12,100,.1,.001,.9989,.0023375160728379,.002696239345115,.0000137525058772,.0020350924617996,,-.0353523280494353,,.0061924809227806,,
111,B_grid,.95,.7,.13,12,200,.1,.001,.9989,.0023375160728379,.002696239345115,6.84074245657e-06,.0040821128183456,,-.0293495738413139,,.0064258764583564,,
112,B_grid,.95,.7,.13,12,400,.1,.001,.9989,.0023375160728379,.002696239345115,3.39915526679e-06,.0081781331756984,,-.0297431247648455,,.006753634934162,,
113,B_grid,.95,.8,.13,12,25,.1,.001,.9989,.0023375160728379,.002696239345115,.0000536266573875,.0005227646303631,,-.0302657274249106,,.0052399048053535,,
114,B_grid,.95,.8,.13,12,50,.1,.001,.9989,.0023375160728379,.002696239345115,.0000276268916094,.0010141933606861,,-.0304195031485359,,.0058513984187454,,
115,B_grid,.95,.8,.13,12,100,.1,.001,.9989,.0023375160728379,.002696239345115,.0000137349657512,.0020376855552664,,-.0431337658439827,,.0065562092509427,,
116,B_grid,.95,.8,.13,12,200,.1,.001,.9989,.0023375160728379,.002696239345115,6.80349275999e-06,.0041043621806562,,-.0307538279026625,,.0067177768859778,,
117,B_grid,.95,.8,.13,12,400,.1,.001,.9989,.0023375160728379,.002696239345115,3.39671542433e-06,.0081839547887212,,-.0381897406126753,,.0073168348014223,,
118,B_grid,.95,.9,.13,12,25,.1,.8116963946986291,.0477469047530953,.0023375160728379,.002696239345115,.0062363900946053,.6975580041083607,.6509523277146807,.6774853872067007,.6290054130740182,.0026246016565357,.0029877939997012,.0484799741326825
119,B_grid,.95,.9,.13,12,50,.1,.8116963946986291,.0477469047530953,.0023375160728379,.002696239345115,.0032172562441565,.7872729822398613,.7557682582323423,.7727561688766886,.7381520462537409,.0018844202001321,.0021638467533859,.0346041226229478
120,B_grid,.95,.9,.13,12,100,.1,.8116963946986291,.0477469047530953,.0023375160728379,.002696239345115,.0015977002375311,.8456134800254045,.8272199855092199,.837846927616319,.8183013810633381,.0012984383968475,.0014849539702588,.0195455465529809
121,B_grid,.95,.9,.13,12,200,.1,.8116963946986291,.0477469047530953,.0023375160728379,.002696239345115,.0007935884718805,.8779145937539145,.8679622699553536,.8695027459456016,.8590611747076969,.0010662332162162,.001178613993767,.0104415712379047
122,B_grid,.95,.9,.13,12,400,.1,.8116963946986291,.0477469047530953,.0023375160728379,.002696239345115,.000395469664723,.8948379410384685,.8896564360330218,.8889665043085437,.8833610224738925,.0008638378210661,.0009072236698784,.0056054818346513
123,B_grid,.95,.95,.13,12,25,.1,.8989771719190925,.0505114140404537,.0023375160728379,.002696239345115,.0067537385506502,.7173344995464289,.7105695933955152,.6986605321326962,.6919985635542673,.0024460682998419,.0024898335156454,.0066619685784289
124,B_grid,.95,.95,.13,12,50,.1,.8989771719190925,.0505114140404537,.0023375160728379,.002696239345115,.0034700304314129,.8005152203933609,.7961691434263656,.7874338879047683,.7825786704973866,.0016899976514248,.0017401961797094,.0048552174073817
125,B_grid,.95,.95,.13,12,100,.1,.8989771719190925,.0505114140404537,.0023375160728379,.002696239345115,.0017283970163154,.8529753866277988,.8505113378043681,.8438273338788361,.8413721717202356,.0012681308725419,.0012916973401383,.0024551621586005
126,B_grid,.95,.95,.13,12,200,.1,.8989771719190925,.0505114140404537,.0023375160728379,.002696239345115,.0008585987910996,.8818362820242138,.8805261661877467,.8728394716024731,.8713461201996885,.0010013488081385,.0010113182153331,.0014933514027846
